,geo,text,user,location
1153,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,alemuw1,"Atlanta, GA, USA "
1154,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,MagTeerey,
1155,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,eliijahfifi,
1156,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,S3DO00N,Jeddah
1157,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,liya11581689,
1158,,"""የአባይ ግድብ ድርድር ከአሜሪካ ወጥቶ ወደ አፍሪካ መመለስ አለበት"""" - ማህሙድ እሸቱ () - #GERD💥 💥 💥 💥 💥 💥 At the final conclusion, Ma… ",iyoba4u,Ethiopia
1159,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,naveengor999,India
1160,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,cctIH98qWaHqeG0,
1161,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,Abusineina,"khartoum, Sudan"
1162,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,mezzo989,Khartoum Sudan 
1163,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,samuelcamarade,
1164,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,etyopyaye,
1165,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,AbdelaalMAli, Error 404 
1166,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,AGA_Platform,"Addis Ababa, Ethiopia"
1167,, Read this:#gerd #reflux #downwithacidToday is World Barrett's Day… ,BarrettsWessex,"Southampton, UK"
1168,," Browse my Blog on Great Ethiopian Renaissance Dam (#GERD); Opinions, Articles, Negotiation Status and Reading Lists) which giv…",views_of_ado,Ethiopia
1169,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,ahmed_9811,Sudan
1170,, #Ethiopia removed FM  from his role as chief negotiator on #GERD &amp; replaced him with former PM Hailemariam.…,Simple_Muheeys,jarirot junction.
1171,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,LidetTadesse,
1172,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,AmbayeEJF,UK
1173,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,dugassa_b,"Nekemte,Oromia,Ethiopia"
1174,,#Ethiopia: Prime Minister  discussed with ’s high level delegation after #Khartoum rejec… ,afro105fm,Addis Ababa Ethiopia
1175,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,Fasiledes,"Atlanta, GA"
1176,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,mahgoubmali,
1177,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,moeibnouf,"Portsmouth, England"
1178,,   That's what our PM meant when he said #GERD.,Oliad_D,"Addis Abeba, €thiopia "
1179,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,adonay_binyam,
1180,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,aronsimeneh,
1181,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,Hareesqurashi,
1182,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,FenntiNain,السودان
1183,, #GERD #ItsMyDam #RT 1. #BlueNile is the major river in #Ethiopia. Tekeze &amp; Baro are among the main tributaries. 2. #Blu…,Teferawaregay,Addis Ababa
1184,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,GelchaA,"Seattle, WA"
1185,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,purada0412,日本
1186,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,Job_Akuni,Uganda
1187,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,albarodidosa,
1188,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,Yared24608217,
1189,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,dendeshaw,Ethiopia
1190,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,ekeminiobongud7,New york
1191,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,jai_addis,Ethiopia 
1192,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,InasAli808,جده 🇸🇩 الخرطوم 
1193,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,GiladGurion,"State Line, PA"
1194,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,halelule,"Addis Abeba, Ethiopia"
1195,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,abu_dheaba,@khartoum
1196,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,sadik1021,"Nairobi, Ottawa, Mogadishu "
1197,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,YmhaHassan,Sudan
1198,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,fatih_halawy,Khartoum North
1199,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,arkmanyardol201,Khartoum
1200,,I welcome ’s high level delegation as a demonstration of the long standing strong ties between our tw… ,AbiyAhmedAli,Ethiopia
1201,, #Ethiopia removed FM  from his role as chief negotiator on #GERD &amp; replaced him with former PM Hailemariam.…,CherkosA_,🗺
1202,, #Ethiopia has rights to operationalise #GERD to meet local and regional power demands. Regional count… ,ABDUBAGUYODIDA1,
1203,, #Ethiopia removed FM  from his role as chief negotiator on #GERD &amp; replaced him with former PM Hailemariam.…,eskuntaw,
1204,, #Ethiopia removed FM  from his role as chief negotiator on #GERD &amp; replaced him with former PM Hailemariam.…,maomar324,
1205,, #GERD #ItsMyDam #RT 1. #BlueNile is the major river in #Ethiopia. Tekeze &amp; Baro are among the main tributaries. 2. #Blu…,seerri_seera,"Finfinnee,  Oromiyaa"
1206,, #Ethiopia removed FM  from his role as chief negotiator on #GERD &amp; replaced him with former PM Hailemariam.…,YmhaHassan,Sudan
1207,, 16. GERD benefits: Ethiopia gets ~$700M/USD. I.e. &gt; coffee exports Electricity is catalyst to manufacturing industry.…,Afri_Kawi,===☮ ☮ ☮===
1208,, #GERD #ItsMyDam #RT 1. #BlueNile is the major river in #Ethiopia. Tekeze &amp; Baro are among the main tributaries. 2. #Blu…,Afri_Kawi,===☮ ☮ ☮===
1209,, Absurdity is when you explain how the #GERD is built for the purpose to bring electricity to the majority of country populat…,EtiopiaUnite,
1210,, #GERD #ItsMyDam #RT 1. #BlueNile is the major river in #Ethiopia. Tekeze &amp; Baro are among the main tributaries. 2. #Blu…,ShewitEmmanuel,
1211,, Absurdity is when you explain how the #GERD is built for the purpose to bring electricity to the majority of country populat…,SShefera,
1212,," Toupet, Hill, LINX, TIF, Stretta, oh my! Check this great webinar on alternatives to Nissen Fundoplication for #GERD.",SAGES_Updates,Everywhere
1213,, #GERD is not a luxury project but a necessity to improve access to clean &amp; affordable energy for millions of people in #E…,kaffuwa,
1214,,"Toupet, Hill, LINX, TIF, Stretta, oh my! Check this great webinar on alternatives to Nissen Fundoplication for… ",andrewswright,"Seattle, WA"
1215,, Egypt’s  insistence to change the tripartite project negotiation on the #GERD into a tripartite water allocation negotiati…,alemange2010,Ethiopia
1216,, Absurdity is when you explain how the #GERD is built for the purpose to bring electricity to the majority of country populat…,WongMNC_CtrExDr,"California, USA"
1217,,Absurdity is when you explain how the #GERD is built for the purpose to bring electricity to the majority of countr… ,marabyssi,Hong Kong
1218,,God gave #Nile for all of us in the Nile basin. #GERD #itsmydam ,alemange2010,Ethiopia
1219,, Congrats to here. Israel is a country in every Ethiopian heart because of biblical history related bo… ,destajos,Ethiopia
